# Original Entry By: Andrew Maitland
# Entry Date: Feb 2013

# COMMENT: Bite Secondary?
Adaro	SOURCEPAGE:p.7
Bite, climb, reach (Bite), tail, tail slap.
An unfettered eidolon begins with 1 Hit Die, a +2
natural armor bonus, and the evasion ability. As an
unfettered eidolon's Hit Dice increase (see Evolution
Points, below), it gains additional bonuses and abilities.
At 2 Hit Dice, and every 3 HD thereafter, an unfettered
eidolon's base armor bonus increases by +2. This bonus
may be split between an armor bonus and a natural
armor bonus. Also at 2 Hit Dice, and every 3 HD
thereafter, an unfettered eidolon adds +1 to both its
Strength and Dexterity scores. At 5 Hit Dice, and every 4
HD thereafter, an unfettered eidolon adds +1 to any one
of its ability scores. At 7 Hit Dice, an unfettered eidolon
gains Multiattack as a bonus feat.
Evolution Points
Unfettered eidolons have a number of evolution points
(EP) you can use to purchase abilities and defenses in
addition to those presented above. An unfettered eidolon
starts with 8 EP, regardless of its base form. For each
additional EP spent beyond 8, an unfettered eidolon's Hit
Dice increase by 1. An unfettered eidolon's
	CR:increases
with its Hit Dice, as outlined on Table 1-2 on page 291
of the Pathfinder RPG Bestiary using the "outsider" line.
Many of these abilities are universal monster rules
detailed starting on page 292 of this book.
110
Illustration by Alberto Dal Lago
Arms (Ex, 2 EP): Grows
an additional pair of arms
and hands. The eidolon
must have the Weapon
Training evolution in order
to use weapons.
Bite (Ex, 1 EP): Gains a Bite attack
(1d6 damage).
Burrow (Ex, 3 EP): Gains a burrow
speed equal to 1/2 its base speed. The
eidolon must have at least 7 Hit Dice
to select this evolution.
Claw (Ex, 1 EP): Gains two claw attacks
(1d4 damage). The eidolon must have arms
or legs to take this evolution.
Climb (Ex, 1 EP): Gains a climb speed equal to
its base speed. For each additional EP spent on this
evolution, this speed increases by 20 feet.
Energy Attacks (Su, 2 EP): Choose one energy type (acid,
cold, electricity, or fire). All of the eidolon's natural attacks
deal +1d6 points of damage of this energy type. The eidolon
must have at least 4 Hit Dice to select this evolution.
Flight (Ex, 2 EP): Grows wings, gaining a f ly speed
equal to its base speed (good maneuverability). For each
additional EP spent, the f ly speed increases by 20 feet. The
eidolon must have at least 4 Hit Dice to select this evolution.
Gills (Ex, 1 EP): Can breathe underwater indefinitely in
addition to air.
Gore (Ex, 2 EP): Gains a Gore attack (1d6 damage).
Huge (Ex, 6 EP): Grows to
	SIZE:H
	size (adjuSting its
Strength, Constitution, Dexterity, natural armor bonus,
and size modifier to attacks and 		BONUS:COMBAT|AC|
as detailed on page
296 of the Bestiary, and increasing the damage of all of its
attacks as detailed on page 297 of this book). If the eidolon
has the biped base form, its reach increases to 15 feet (10 feet
for all other base forms). The eidolon must have the Large
evolution and at least 10 Hit Dice to select this evolution.
Improved Evasion (Ex, 3 EP): Gains improved evasion.
Improved Natural Armor (Ex, 1 EP): Gains a +2 bonus to its
natural armor. This evolution can be taken once if it has
3 or fewer Hit Dice, and one additional time for every 4
additional Hit Dice the eidolon has.
Large (Ex, 4 EP): Grows to
	SIZE:L
	size (adjuSting its
Strength, Constitution, Dexterity, natural armor bonus,
and size modifier to attacks and 		BONUS:COMBAT|AC|
as detailed on page
296 of the Bestiary, and increasing the damage of all of its
attacks as detailed on page 297 of this book). If the eidolon
has the biped base form, it also gains 10-foot reach. The
eidolon must have at least 6 Hit Dice to select this evolution.
Legs (Ex, 2 EP): Grows an additional pair of legs. Each
pair of legs increases the eidolon's base speed by 10 feet.
Magical Flight (Su, 4 EP): Flies by means of magic, gaining
a f ly speed equal to its base speed (perfect maneuverability).
For each additional EP
spent, this speed increases by 20
feet. The eidolon must have at least 4
Hit Dice before selecting this evolution.
Reach (Ex, 1 EP): The reach of one of the
eidolon's attacks increases by 5 feet.
Resistance (Ex, 1 EP): Gains resistance 5 against one
energy type (acid, cold, electricity, fire, or sonic).
Slam (Ex, 1 EP): Gains a Slam attack (1d8 damage). The
eidolon must have arms to take this evolution.
Sting (Ex, 1 EP): Gains a Sting attack (1d4 damage). The
eidolon must have a tail to take this evolution.
Swim (Ex, 1 EP): Gains a swim speed equal to its base
speed. For each additional EP spent, this speed increases
by 20 feet.
Tail (Ex, 1 EP): Grows a long, powerful tail, gaining a
+2 racial bonus on Acrobatics checks made to balance on
a surface.
Tail Slap (Ex, 1 EP): Gains a tail slap attack (1d6 damage).
The eidolon must have a tail to take this evolution.
Weapon Training (Ex, 2 or 4 EP): Gains Simple Weapon
Proficiency as a bonus feat. For 2 additional EP, it gains
proficiency with all martial weapons as well.
Small Eidolons
The standard eidolon starts as Medium-sized, but Small
eidolons are also possible. Compared to a
	SIZE:M
	eidolon,
a
	SIZE:S
	eidolon gains +2 to its Dexterity, -4 to its Strength,
and -2 to its Constitution. It also gains a +1 size bonus to its
		BONUS:COMBAT|AC|
and on attack rolls, a -1 size penalty on its CMB and to
its CMD score, and a +4 size bonus on Stealth skill checks. If
it can f ly, it gains a +2 size bonus on Fly skill checks. Reduce
the damage of all of its attacks by one step.
111
Eidolon, Unfettered
Illustration by Alberto Dal Lago
Familiar
Presented on these pages are base animal STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~  for six
additional familiars beyond those most commonly used
by spellcasters-of course, these STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~  can also be
used for normal animals as well. These familiars utilize
all the standard rules for familiars presented on pages
82-83 of the Core Rulebook.
	SIZE:T
	or smaller familiars in
this section use Dexterity to modify Climb and Swim
skill checks.
SMALL FAMILIARS
Small familiars threaten the areas around them like
Small creatures, and can be used to f lank enemies,
though both familiars and their masters are often loath to
use such tactics, as the result is often a dead familiar. Small
familiars are also harder to keep on a master's person
than
	SIZE:T
	or smaller familiars. Often they require some
form of magic item, like a bag of holding, to remain truly
out of sight.
Familiar Special Ability
Flying squirrel Master gains a +3 bonus on Fly checks
Fox Master gains a +2 bonus on Reflex saves
Goat Master gains a +3 bonus on Survival checks
Otter Master gains a +3 bonus on Swim checks
Pig Master gains a +3 bonus on Diplomacy checks
Raccoon Master gains a +3 bonus on Sleight of
Hand checks

FLYING SQUIRREL	SOURCEPAGE:p.
	CR:1/3
	XP:135
	KIT:1|TN
	SIZE:T
	RACETYPE:Animal
	VISION:Low-Light Vision
Perception +1
DEFENSE
		BONUS:COMBAT|AC|
14, touch 14, flat-footed 12 (+2 Dex, +2 size)
	MONSTERCLASS::
3 (1d8-1)
Fort +1, Ref +4, Will +1
OFFENSE
	MOVE:Walk,20,Fly,40 ft. (clumsy)

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +4 (1d3-4)
	FACE:2-1/2
	REACH:0STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 3, Dex 15, Con 8, Int 1, Wis 12, Cha 6
Base Atk +0
CMB +0
CMD 6 (10 vs. trip)
Feats AcrobaticB, Weapon Finesse
Skills Acrobatics +8 (+12 when jumping), Climb +10, Fly +4;
Racial Modifiers +11 Acrobatics (+8 when jumping), +8 Climb
SQ glide
ECOLOGY
Environment temperate forests
Organization solitary or pair
Treasure none
SPECIAL ABILITIES
Glide (Ex) A flying squirrel cannot use its fly speed to hover.
When flying, a flying squirrel must end its movement at
least 5 feet lower in elevation than where it started.
Although not capable of actual f light, a f lying squirrel
possesses a furry membrane stretching between its wrists
and ankles, allowing it to glide for long distances.


FOX	SOURCEPAGE:p.
	CR:1/4
	XP:100
	KIT:1|TN
	SIZE:T
	RACETYPE:Animal
	VISION:Low-Light Vision
scent
Perception +8
DEFENSE
		BONUS:COMBAT|AC|
14, touch 14, flat-footed 12 (+2 Dex, +2 size)
	MONSTERCLASS::
5 (1d8+1)
Fort +3, Ref +4, Will +1
OFFENSE
	MOVE:Walk,40
	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +1 (1d3-1)
	FACE:2-1/2
	REACH:0STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 9, Dex 15, Con 13, Int 2, Wis 12, Cha 6
Base Atk +0
CMB +0
CMD 9 (13 vs. trip)
Feats Skill Focus (Perception)
Skills Acrobatics +2 (+10 when jumping), Perception +8, Stealth
+10, Survival +1 (+5 scent tracking)
Racial Modifiers +4
Acrobatics when jumping, +4 Survival when tracking by scent
ECOLOGY
Environment any
Organization solitary, pair, or skulk (3-12)
Treasure none
This cunning yet wary animal pounces on live prey.


GOAT	SOURCEPAGE:p.
	CR:1/3
	XP:135
	KIT:1|TN
	SIZE:S
	RACETYPE:Animal
	VISION:Low-Light Vision
Perception +0
DEFENSE
		BONUS:COMBAT|AC|
13, touch 12, flat-footed 12 (+1 Dex, +1|TYPE=NaturalArmor, +1 size)
	MONSTERCLASS::
5 (1d8+1)
Fort +3, Ref +3, Will +0
OFFENSE
	MOVE:Walk,30
	NATURALATTACKS:,Natural.Melee.Weapon,*,
Gore +2 (1d4+1)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 12, Dex 13, Con 12, Int 2, Wis 11, Cha 5
Base Atk +0
CMB +0
CMD 11 (15 vs. trip)
Feats Nimble Moves
Skills Acrobatics +1 (+5 when jumping), Climb +5, Survival
+0 (+4 to find food)
Racial Modifiers +4 Acrobatics when
jumping, +4 Survival to find food
112
Familiar
ECOLOGY
Environment any
Organization solitary, pair, or herd (3-12)
Treasure none
Goats are often ill-tempered and stubborn, but they have
an uncanny knack for finding food in the strangest of
places and can digest almost anything.

OTTER	SOURCEPAGE:p.
	CR:1/4
	XP:100
	KIT:1|TN
	SIZE:T
	RACETYPE:Animal
	VISION:Low-Light Vision
		BONUS:COMBAT|AC|
15, touch 15, flat-footed 12 (+3 Dex, +2 size)
	MONSTERCLASS::
4 (1d8)
	MOVE:Walk,20,Swim,30

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +5 (1d3-4)
	FACE:2-1/2
	REACH:0
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 3, Dex 16, Con 10, Int 2, Wis 13, Cha 5
Base Atk +0
CMB +1
CMD 7 (11 vs. trip)
Feats Weapon Finesse
Skills Escape Artist +4, Swim +10
ECOLOGY
Environment any water
Organization solitary or family (2-16)
Treasure none
Otters are curious and playful, and enjoy investigating new
objects, sliding down wet rocks, and other simple games.
PIG	SOURCEPAGE:p.
	CR:1/3
	XP:135
	KIT:1|TN
	SIZE:S
	RACETYPE:Animal
	VISION:Low-Light Vision
scent
Perception +5
DEFENSE
		BONUS:COMBAT|AC|
13, touch 12, flat-footed 12 (+1 Dex, +1|TYPE=NaturalArmor,
+1 size)
	MONSTERCLASS::
6 (1d8+2)
Fort +6, Ref +3, Will +1
OFFENSE
	MOVE:Walk,30

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +1 (1d4)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 11, Dex 12, Con 15, Int 2, Wis 13, Cha 4
Base Atk +0
CMB -1
CMD 10 (14 vs. trip)
Feats Great Fortitude
Skills Perception +5
ECOLOGY
Environment any
Organization solitary, pair, or herd (3-12)
Treasure none
This clever, sociable animal may be trained to do many tasks.
RACCOON	SOURCEPAGE:p.
	CR:1/2
	XP:200
	KIT:1|TN
	SIZE:T
	RACETYPE:Animal
	VISION:Low-Light Vision
scent
Perception +3
DEFENSE
		BONUS:COMBAT|AC|
15, touch 14, flat-footed 13 (+2 Dex, +1|TYPE=NaturalArmor, +2 size)
	MONSTERCLASS::
4 (1d8)
Fort +2, Ref +4, Will +3
OFFENSE
	MOVE:Walk,20,Climb,20

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +4 (1d3-1)
	FACE:2-1/2
	REACH:0
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 8, Dex 15, Con 11, Int 2, Wis 16, Cha 5
Base Atk +0
CMB +0
CMD 9 (13 vs. trip)
Feats Weapon Finesse
Skills Climb +7, Sleight of Hand +3
ECOLOGY
Environment temperate forests
Organization solitary or gaze (2-4)
Treasure none
Raccoons are inquisitive
and cunning, and often
have strangely humanoid
mannerisms, like washing
their food in streams.

Faun	SOURCEPAGE:p.113
	CR:1
	XP:400
	KIT:1|CG	SIZE:M
	fey
	VISION:Low-Light Vision
Perception +8
DEFENSE
		BONUS:COMBAT|AC|
16, touch 13, flat-footed 13 (+3 Dex, +3|TYPE=NaturalArmor
	MONSTERCLASS::
13 (3d6+3)
Fort +2, Ref +6, Will +5
	DR:2/cold iron
OFFENSE
	MOVE:Walk,30

	NATURALATTACKS:,Natural.Melee.Weapon,*,
dagger +4 (1d4+2/19-20)
Ranged shortbow +4 (1d6/?3)

	Special Attacks:panpipes
Spell-Like Abilities (CL 3rd
concentration +6)
At will-ghost sound (DC 13)
1/day-hideous laughter (DC 14), sleep (DC 14)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 14, Dex 16, Con 13, Int 11, Wis 14, Cha 17
Base Atk +1
CMB +3
CMD 16
Feats Point-Blank Shot, Weapon Finesse
Skills Acrobatics +8, Bluff +9, Perception
+8, Perform (wind) +9, Sense Motive +7, Stealth
+9, Survival +4
	AUTO:LANG|Common, Sylvan
ECOLOGY
Environment temperate forests
Organization solitary, pair, or band (3-8)
Treasure standard (dagger, shortbow with 20 arrows,
masterwork panpipes, other treasure)
SPECIAL ABILITIES
Panpipes (Su) Three times per day, a faun can use its
masterwork panpipes to augment its spell-like abilities.
Doing so is a swift action that increases the DC of the next
spell-like ability it uses on its turn by +2.
Often mistaken for satyrs, fauns are far more benevolent
than their unpredictable cousins. Many people use the
two names interchangeably, a fact that irritates both
fauns and satyrs. The vast majority of fauns are male,
although unlike satyrs, females of this species do exist-
they're simply less common than male fauns.
While satyrs breeding with their seduced victims always
produce full-blooded satyrs, fauns are the result of a willing
pairing between satyrs and goodly fey or kindhearted
humanoids such as humans or elves. Even in this case, the
babies of such unions are usually stolen away and raised by
their fey parent or some other sylvan foster family.
Like satyrs, fauns enjoy wine, music, dancing,
nature, and carnal pleasures. Gentle hedonists, fauns
also have a dedicated connection to the countryside,
helping hardworking humanoids who make peace with
the land and take little more than they need. They help
these frontier folk by fighting off significant threats
and keeping less savory fey creatures away from their
settlements. While they prefer to go unnoticed, in dire
times a band of fauns may present themselves to villagers
to warn their neighbors of an upcoming threat.
Fauns find nymphs exceptionally attractive, more so
than all others who dare view them. Nymphs find beauty
in fauns' good nature and steadfast dedication to the
natural world, and often humor their advances before
almost accidentally falling in love with them.
As tall as a human, a faun stands on stark white goat
legs and has short horns protruding from its head. It also
has a short tail that swishes playfully when it is excited
or entertained, and its hair falls
gracefully around its horns
and ears. Its humanoid
torso is always lithe but
chiseled because of its
constant activity and
play-fauns rarely
laze about too
long. Fauns stand
nearly 6 feet tall and
weigh little more
than 150 pounds.

Festrog	SOURCEPAGE:p.114
	CR:1
	XP:400
	KIT:1|NE
	SIZE:M
	RACETYPE:Undead
	VISION:Darkvision (60')|scent
Perception +6
DEFENSE
		BONUS:COMBAT|AC|
14, touch 11, flat-footed 13 (+1 Dex, +3|TYPE=NaturalArmor
	MONSTERCLASS::
9 (2d8)
Fort +0, Ref +1, Will +4
Immune undead traits
OFFENSE
	MOVE:Walk,30 ft.
four-footed run

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +4 (1d6+3 plus feed), 2 Claws +5 (1d4+3)

	Special Attacks:charging trip, diseased pustules, feed
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 17, Dex 13, Con -, Int 10, Wis 12, Cha 11
Base Atk +1
CMB +4
CMD 15 (19 vs. trip)
Feats Weapon Focus (claw)
Skills Climb +8, Perception +6, Stealth +6, Survival +3
	AUTO:LANG|Common
ECOLOGY
Environment any land
Organization solitary, pair, gang (3-5), or pack (6-11)
Treasure standard
SPECIAL ABILITIES
Charging Trip (Ex) A festrog that hits with its Bite after
making a charge attack on all fours can attempt to trip its
opponent (+4 bonus). This trip does not provoke attacks
of opportunity.
Diseased Pustules (Ex) When a festrog takes damage from
a piercing or slashing weapon, some of its boils rupture,
squirting the attacker with puslike fluids. The noxious
secretions carry a potent contact disease that causes those
infected to break out into painful necrotic boils.
Necrotic Boils: Disease-contact
save Fort DC 11
onset 1
day
frequency 1/day
effect 1d4 Con
cure 1 save.
Feed (Su) Every time a festrog makes a successful Bite attack,
it feeds on its opponent's flesh and gains 5 temporary hit
points. The festrog cannot have more than 5 temporary hit
points gained by this ability at one time.
Four-Footed Run (Ex) A festrog can run on all fours at speed
of 50 feet if it doesn't hold or carry anything in its hands.
When running on all fours, it is treated as if it had the
Run feat.
A festrog is an undead abomination spawned when a
creature is killed by a massive release of negative energy
(perhaps due to planar bleeding, the destruction of a
potent artifact, or even certain magical attacks by powerful
undead), and then mutilated by an outside force, such as
the scavenging of wild animals. Sometimes called dogghouls
for their ability to run on all fours, the name often
causes opponents to misinterpret this creature's abilities
and grossly underestimate its intelligence, for the festrog
is in fact a rather canny monstrosity.
Festrogs inhabit remote areas near places where they
were slain. It's not uncommon for a tribe of festrogs to
share territories with ghouls. Most festrogs gather in small
bands, based on whatever loose affiliations they might
recall from when they were alive, and choose dwellings
in sunless areas easily defended with group tactics. Like
ghouls, they tend to skulk about graveyards, though they
prefer ones with tombs and mausoleums so they can
hide during the day. They hunt nocturnally in packs,
preferring open areas like plains, farmlands, or open
forests where they can track down prey with few places for
it to run or hide. These packs wander seminomadically,
often traveling miles beyond their dwellings in pursuit of
mortal f lesh.

#Fey Creature

FEY GIANT TOAD	SOURCEPAGE:p.115
	CR:3
	XP:800
	KIT:1|CN
	SIZE:L
	fey
	VISION:Low-Light Vision
scent
Perception +7
DEFENSE
		BONUS:COMBAT|AC|
15, touch 12, flat-footed 12 (+3 Dex, +3|TYPE=NaturalArmor, -1 size)
	MONSTERCLASS::
22 (3d8+9)
Fort +6, Ref +8, Will +0
+4 vs. mind-affecting effects
Defensive Abilities poison skin
	DR:5/cold iron
Resist cold 10,
electricity 10
OFFENSE
	MOVE:Walk,30,Fly,45 ft. (good), swim 15

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +4 (1d6+4 plus grab)
	FACE:10
	REACH:10

	Special Attacks:swallow whole (1d4 bludgeoning damage,
		BONUS:COMBAT|AC|
11, 2 hp)
Spell-Like Abilities (CL 3rd
concentration +2)
3/day-dancing lights
1/day-entangle (DC 10), faerie fire, glitterdust (DC 11)
