# CVS $Revision$ $Author$ -- Tue Sep  4 07:13:30 2012 -- reformated by prettylst.pl v1.39 (build 15052)
# All Material Used from this Web Site - http://www.d20pfsrd.com/classes/core-classes/wizard/archetypes/paizo---wizard-archetypes/spellslinger
# ORIGINAL ENTRY: Andrew Maitland (LegacyKing)
# ORIGINAL ENTRY DATE: 2012-02-03

###Block: Alchemist ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ability Name			Unique Key							Category of Ability		Type							Description																																																																																																																																											Source Page
BEASTMORPH				KEY:Alchemist Archetype ~ BEASTMORPH		CATEGORY:Archetype		TYPE:Archetype.AlchemistArchetype.AlchemistSwiftAlchemy.AlchemistPoisonResistance.AlchemistPoisonResistance4.AlchemistPoisonResistance6.AlchemistPoisonImmunity.AlchemistPersistentMutagen		PRECLASS:1,Alchemist=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Alchemist Archetype ~ BEASTMORPH],[!PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistSwiftAlchemy,TYPE.AlchemistPoisonResistance,TYPE.AlchemistPoisonResistance4,TYPE.AlchemistPoisonResistance6,TYPE.AlchemistPoisonImmunity,TYPE.AlchemistPersistentMutagen]	DESC:Beastmorphs study the anatomy of monsters, learning how they achieve their strange powers. They use their knowledge to duplicate these abilities, but at the cost of taking on inhuman shapes when they use mutagens.																																																																																																								SOURCEPAGE:p.24	ABILITY:Special Ability|AUTOMATIC|Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=3	ABILITY:Special Ability|AUTOMATIC|Improved Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=6	ABILITY:Special Ability|AUTOMATIC|Greater Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=10	ABILITY:Special Ability|AUTOMATIC|Grand Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=14	ABILITY:Special Ability|AUTOMATIC|Discoveries ~ Alchemist
#
#Derring-do					KEY:Derring-do ~ Daredevil				CATEGORY:Special Ability	TYPE:Supernatural.SpecialQuality																																																																																																										DESC:A daredevil can use her performance to bring out grace in the clumsiest allies. The daredevil and any allies who see her receive a +1 morale bonus on Reflex saving throws and a +2 competence bonus on Dexterity-based skill checks. Allies who move at least 10 feet during their turn gain a +1 dodge bonus to their Armor Class until the start of their next turn. At 5th level, and every six bard levels thereafter, the saving throw and Armor Class bonuses increase by +1, to a maximum of +4 at 17th level, and the skill check bonuses increase by +2, to a maximum of +8 at 17th level. This is a mind-affecting ability that uses visual components. This ability replaces inspire courage.
#Canny Foe					KEY:Canny Foe ~ Daredevil				CATEGORY:Special Ability	TYPE:Extraordinary.SpecialAttack																																																																																																										DESC:At 2nd level, a daredevil can choose one type of combat maneuver. She gains a +2 bonus on her combat maneuver checks to attempt the chosen maneuver and to her CMD to resist that maneuver. At 6th level, and every four levels thereafter, the daredevil gains a +2 bonus for an additional type of combat maneuver. She may not choose the same maneuver twice. This ability replaces versatile performance. [Bonus Not Implemented]
#Dauntless					KEY:Dauntless ~ Daredevil				CATEGORY:Special Ability	TYPE:Extraordinary.SpecialQuality																																																																																																										DESC:At 2nd level, a daredevil gains a +1 morale bonus on saving throws against mind-affecting effects, including all fear effects. This bonus increases by +1 for every four levels gained after 2nd level, to a maximum of +5 at 18th level. This ability replaces well-versed. [Bonus Not Implemented]
#Scoundrel's Fortune			KEY:Scoundrel's Fortune ~ Daredevil			CATEGORY:Special Ability	TYPE:Extraordinary.SpecialQuality																																																																																																										DESC:At 5th level, once per day a daredevil can choose to roll two dice instead of one for any skill check, keeping the best result. She can use this ability one additional time per day for every three levels she possesses beyond 5th, to a maximum of eight times per day at 20th level. This ability replaces lore master.


DERVISH DANCER			KEY:Bard Archetype ~ DERVISH DANCER				CATEGORY:Archetype		TYPE:Archetype.BardArchetype.BardSuggestion.BardMassSuggestion.BardDirgeOfDoom.BardFrighteningPerformance.BardBardicKnowledge.BardLoreMaster.BardVersatilePerformance.BardSoothingPerformance.BardDeadlyPerformance	PRECLASS:1,Bard=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Bard Archetype ~ DERVISH DANCER],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BardSuggestion,TYPE.BardMassSuggestion,TYPE.BardDirgeOfDoom,TYPE.BardFrighteningPerformance,TYPE.BardBardicKnowledge,TYPE.BardLoreMaster,TYPE.BardVersatilePerformance,TYPE.BardSoothingPerformance,TYPE.BardDeadlyPerformance]		DESC:Not all bards inspire others with their performances. Dervish dancers enter a near-mystical trance that allows them to push their bodies beyond normal limits.																																																																																																																																																																																																																																							SOURCEPAGE:p.32	ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ DERVISH DANCER|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Battle Dance ~ DERVISH DANCER|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Rain of Blows ~ DERVISH DANCER|PRECLASS:1,Bard=6	ABILITY:Special Ability|AUTOMATIC|Razor's Kiss ~ DERVISH DANCER|PRECLASS:1,Bard=8	ABILITY:Special Ability|AUTOMATIC|Leaf on the Wind ~ DERVISH DANCER|PRECLASS:1,Bard=14	ABILITY:Special Ability|AUTOMATIC|Fleet ~ DERVISH DANCER|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Versatile Dance ~ DERVISH DANCER|PRECLASS:1,Bard=2	ABILITY:Special Ability|AUTOMATIC|Dance of Fury ~ DERVISH DANCER|PRECLASS:1,Bard=12	ABILITY:Special Ability|AUTOMATIC|Battle Fury ~ DERVISH DANCER|PRECLASS:1,Bard=20
#
Weapon and Armor Proficiency	KEY:Weapon and Armor Proficiency ~ DERVISH DANCER	CATEGORY:Special Ability	TYPE:Archetype.BardArchetype					DESC:Dervish dancers gain weapon proficiency with the scimitar and kukri. This ability replaces their proficiency with the rapier and whip.																																																																																																																																																																																																																																											SOURCEPAGE:p.33
Battle Dance			KEY:Battle Dance ~ DERVISH DANCER				CATEGORY:Special Ability	TYPE:Archetype.BardArchetype					DESC:A dervish dancer is trained in the use of the Perform skill, especially dance, to create magical effects on himself. This works like bardic performance, except the dervish dancer only affects himself, and does not need to be able to see or hear his own performance. Battle dancing is treated as bardic performance for the purposes of feats, abilities, effects, and the like that affect bardic performance, except that battle dancing does not benefit from the Lingering Performance feat or any other ability that allows a bardic performance to grant bonuses after it has ended. Battle dancing benefits apply only when the bard is wearing light or no armor. Like bardic performance, it cannot be maintained at the same time as other performance abilities. Starting a battle dance is a move action, but it can be maintained each round as a free action. Changing a battle dance from one effect to another requires the dervish dancer to stop the previous performance and start the new one as a move action. Like a bard, a dervish dancer's performance ends immediately if he is killed, paralyzed, stunned, knocked unconscious, or otherwise prevented from taking a free action each round. A dervish dancer cannot perform more than one battle dance at a time. At 10th level, a dervish dancer can start a battle dance as a swift action instead of a move action. Dervish dancers gain the inspire courage, inspire greatness, and inspire heroics bardic performance types as battle dances, but these only provide benefit to the dervish dancer himself.	SOURCEPAGE:p.33
Rain of Blows			KEY:Rain of Blows ~ DERVISH DANCER				CATEGORY:Special Ability	TYPE:Supernatural.Archetype.BardArchetype		DESC:At 6th level, a dervish dancer can use his battle dance to speed up his attacks. When making a full attack action, he may make one extra attack with any weapon he is holding, as though under the effects of a haste spell. He also gains a +1 bonus on attack rolls and a +1 dodge bonus to AC and on Reflex saves. At 9th level, and every three bard levels thereafter, these bonuses increase by +1, to a maximum of +5 at 18th level. These bonuses do not stack with the haste spell. This ability replaces suggestion and mass suggestion.																																																																																																																																																																									SOURCEPAGE:p.33
Razor's Kiss			KEY:Razor's Kiss ~ DERVISH DANCER				CATEGORY:Special Ability	TYPE:Supernatural.Archetype.BardArchetype		DESC:At 8th level, a dervish dancer can use his battle dance to improve his weapons' critical range. All attacks he makes with manufactured weapons are treated as though he had the Improved Critical feat. Natural weapons and spells are not affected. This ability replaces dirge of doom.																																																																																																																																																																																																																			SOURCEPAGE:p.33
Leaf on the Wind			KEY:Leaf on the Wind ~ DERVISH DANCER			CATEGORY:Special Ability	TYPE:Supernatural.Archetype.BardArchetype		DESC:At 14th level, a dervish dancer can use his battle dance to evade attacks with unearthly grace and to shake off the effects of his wounds. Unlike other battle dances, leaf on the wind requires a standard action each round to start or maintain the performance. Each round it is maintained, including the first, the dervish dancer gains a +6 dodge bonus to Armor Class and on Reflex saves. If wounded, he heals 1 hit point of damage per bard level. This ability replaces frightening performance.																																																																																																																																																																															SOURCEPAGE:p.33
Fleet					KEY:Fleet ~ DERVISH DANCER					CATEGORY:Special Ability	TYPE:Supernatural.Archetype.BardArchetype		DESC:While performing a battle dance, a dervish dancer gains a +10 enhancement bonus to his land speed. This bonus increases by 5 feet for every four bard levels gained after 1st level, to a maximum of +30 feet at 19th level. This ability replaces bardic knowledge and lore master.																																																																																																																																																																																																																				SOURCEPAGE:p.33
Versatile Dance			KEY:Versatile Dance ~ DERVISH DANCER			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:At 2nd level, a dervish dancer gains a bonus equal to half his level on Perform (dance) checks. He can use his bonus for his Perform (dance) skill in place of his bonus for Acrobatics. This ability replaces versatile performance.																																																																																																																																																																																																																											SOURCEPAGE:p.33
Dance of Fury			KEY:Dance of Fury ~ DERVISH DANCER				CATEGORY:Special Ability	TYPE:Supernatural.Archetype.BardArchetype		DESC:At 12th level, a dervish dancer can attack more than once as he moves while performing a battle dance. He can combine a full attack action with a single move, taking the attacks at any point during his movement, but must move at least 5 feet between each attack. This movement provokes attacks of opportunity as normal. This ability replaces soothing performance.																																																																																																																																																																																																					SOURCEPAGE:p.33
